,Distrito,Mean,Var,ACF1,Seasonality,Trend,Linearity,Curvature,Peak,Entropy,Lumpiness,Lshift,Vchange,Fspots,Cpoints_ts,Cpoints_JV,KlScore,ChangeIdx
94,"HUANUCO, LEONCIO PRADO, HERMILIO VALDIZAN",0.05660471698113221,0.05339967960133486,0.6783333333333336,-0.0045283018867924435,0.0,0.007631142441594243,-0.6734655730494503,0,0.042522675202272556,0.006049382716049382,0.0,0.0,50.0,0,1.0,,
95,"PIURA, MORROPON, SALITRAL",0.24528388679245286,0.6756848714846289,0.6115443813444567,0.2240491480605205,0.0,0.006613656782714708,0.5621192649739227,0,0.0483384589746704,1.9753086419753087e-05,0.1,0.011111111111111112,46.0,0,1.0,,
96,"PIURA, SULLANA, SALITRAL",0.05660473584905674,0.09113552652193013,-0.012620186584469043,-0.014372051886792456,0.7153996228777512,0.0038155712207970484,-0.17061127850675262,0,0.0842323108193639,0.0,0.0,0.0,39.0,0,0.0,,
97,"ICA, ICA, LA TINGUIÑA",11.679245603773584,469.68956174937676,0.7248832060426269,0.5063191254225503,0.0,0.019439000705130636,-1.3673291157197291,0,0.09566802557661731,0.000981082579702639,0.17160493827160495,0.017429592372436457,38.0,3,4.0,,
98,"JUNIN, SATIPO, COVIRIALI",0.5849063584905667,1.2239222876470615,0.717987706097712,0.4794856597187922,0.0,0.0157710277126278,-1.135013979115311,0,0.06776785880522068,0.0010002962962962962,0.24,0.01822222222222221,37.0,0,5.0,,
99,"SAN MARTIN, RIOJA, YURACYACU",0.09434054716981145,0.12317533285873843,0.2666739122862123,0.2864543570727452,0.0,0.00635928536799518,-0.5432622289308983,0,0.04440975370695738,0.0006250000000000003,0.0,0.0,48.0,0,0.0,,
100,"TUMBES, ZARUMILLA, AGUAS VERDES",2.528302396226414,17.494479446066464,0.7363965362166336,0.5415292456285713,0.0,0.0162313188440255,-1.1134630807768748,0,0.09502693380328095,2.5162888424595227e-05,0.21904761904761905,0.009196271101033007,36.0,5,3.0,,
101,"AYACUCHO, LA MAR, ANCHIHUAY",1.2830197169811322,13.372728330366808,0.7458301699740116,0.25521826397413827,0.0,0.010810785125591338,0.9046887531319913,0,0.04652001563489282,0.0016539189844955633,0.01875,0.0017795138888888886,45.0,1,1.0,,
102,"LAMBAYEQUE, CHICLAYO, PIMENTEL",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
103,"LORETO, DATEM DEL MARAÑON, PASTAZA",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
104,"TUMBES, TUMBES, SAN JUAN DE LA VIRGEN",1.8490571132075473,9.184761377002742,0.7525238132979433,0.3898515430744479,0.0,0.019175691263492153,1.2647338094929528,0,0.10697211955216783,0.0002855746051012323,0.1538461538461539,0.013477975016436558,33.0,5,3.0,,
105,"CUSCO, CALCA, YANATILE",0.037736830188679384,0.07404762976149944,-0.000369822485207089,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
106,"PIURA, TALARA, MANCORA",0.13207635849056615,0.15236715628347525,0.276419808590048,-0.07406101216716626,0.7519079488705991,0.008902999515192907,-0.20652944240281168,1,0.14903557916048782,0.002650462962962963,0.0,0.0,27.0,0,2.0,,
107,"SAN MARTIN, RIOJA, NUEVA CAJAMARCA",0.6037743207547168,1.2958339280884819,0.6904109866590311,0.25102114866265807,0.34051840324464533,0.020349713177583537,0.9720353104352344,0,0.1900049084385788,0.0014178240740740742,0.225,0.04791666666666666,32.0,0,6.0,,
108,"PASCO, OXAPAMPA, POZUZO",0.03773681132075485,0.03631178212890786,0.508861236802413,-0.002959674435812059,0.22788296041178546,0.005087428294396174,-0.45795658967522057,0,0.040821994520255166,0.0019753086419753104,0.0,0.0,51.0,0,1.0,,
109,"HUANUCO, LEONCIO PRADO, JOSE CRESPO Y CASTILLO",1.9622648301886791,20.67781862299772,0.9019417397216063,0.3597152075133866,0.0,0.012024830514026679,0.9322396174832224,0,0.0652031938107621,0.0005025872296721285,0.1090909090909091,0.007713498622589529,44.0,1,2.0,,
110,"AMAZONAS, BAGUA, EL PARCO",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
111,"LORETO, PUTUMAYO, YAGUAS",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
112,"SAN MARTIN, MARISCAL CACERES, PACHIZA",0.5660385660377367,4.132430530438014,0.3196965399243105,0.15946549549432407,0.5270869633367785,0.005450816029710105,-0.426528196264554,0,0.10112077139979056,0.0013040123456790123,0.02142857142857143,0.0011904761904761904,45.0,2,2.0,,
113,"LORETO, REQUENA, TAPICHE",0.0754726415094341,0.10751142755434316,0.5085963639713256,-0.003998500562289136,0.0,0.005087428294396168,-0.45346681918720905,0,0.041672696400568074,0.00037808641975308637,0.0,0.0,50.0,0,0.0,,
114,"AMAZONAS, UTCUBAMBA, BAGUA GRANDE",6.50943416981132,74.21217244927037,0.6544666258918694,0.5258847230290193,0.0,0.023094246862718062,1.2117654240709292,0,0.5425213545761226,0.0006950226996473381,0.28157894736842093,0.02431517389966143,15.0,5,7.0,,
115,"JUNIN, CHANCHAMAYO, PICHANAQUI",6.830188811320754,37.04663400925608,0.7908232433335025,0.49517495764580277,0.0,0.04185566005843896,-1.1310140017683892,1,0.4093790074293007,0.0009200370429396226,0.3772727272727273,0.03976124885215797,16.0,5,10.0,,
116,"LAMBAYEQUE, LAMBAYEQUE, JAYANCA",0.037736830188679384,0.07404762976149944,-0.000369822485207089,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
117,"SAN MARTIN, SAN MARTIN, SHAPAJA",0.18868011320754655,0.3040224563902888,0.7007069295807512,0.31668949670805535,0.0,0.00847904715732685,-0.6794519337004292,0,0.04952572874838604,0.0014647157445511348,0.0,0.0,45.0,0,1.0,,
118,"LAMBAYEQUE, FERREÑAFE, PITIPO",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
119,"AMAZONAS, BAGUA, ARAMANGO",0.3962271886792456,0.8430040149521154,0.3859471396850095,0.01888386027536971,0.9587758329926463,0.010683599418231304,0.012571357363598849,0,0.24512245803298496,0.0017199999999999993,0.08,0.010666666666666665,15.0,0,4.0,,
120,"ICA, ICA, YAUCA DEL ROSARIO",0.03773681132075485,0.03631178212890786,0.508861236802413,-0.002959674435812059,0.22788296041178546,0.005087428294396174,-0.45795658967522057,0,0.040821994520255166,0.0019753086419753104,0.0,0.0,51.0,0,1.0,,
121,"JUNIN, CHANCHAMAYO, SAN LUIS DE SHUARO",0.4339631886792462,2.8871476489854797,0.7013989976704315,-0.004922876486052626,0.0,0.0073131781731944805,-0.64428206488624,0,0.04255961441879589,0.0033422851562499973,0.0,0.0,49.0,1,1.0,,
122,"SAN MARTIN, RIOJA, RIOJA",0.622642264150944,2.951939252403182,0.6103402834045727,0.030488581856574645,0.8617413292340087,0.008394256685753344,-0.27297804560947936,0,0.1734326093767086,0.0029019629629629612,0.030000000000000006,0.0023333333333333335,28.0,2,2.0,,
123,"LIMA, LIMA, COMAS",4.150943981132074,76.73192821644741,0.7845239247788317,0.4533133980296964,0.0,0.014726766115357105,-1.082979902208132,0,0.05199529511838033,0.0004121967566126605,0.18157894736842103,0.021922129886118802,41.0,1,3.0,,
124,"JUNIN, SATIPO, VIZCATAN DEL ENE",0.26415175471698055,0.3830540391599977,0.6036778518564099,0.5224977204180405,0.0,0.011870666020257558,-0.9248927203233984,0,0.055602730209212116,7.468373723517752e-05,0.0,0.0,43.0,0,4.0,,
125,"LORETO, DATEM DEL MARAÑON, MORONA",1.9056612641509434,49.59487024065514,0.5984668451871317,0.04141145922495671,0.0,0.006943652131540403,0.606725741487122,0,0.04348511193973878,6.957845914406564e-06,0.0,0.0,49.0,1,1.0,,
126,"LORETO, UCAYALI, PAMPA HERMOSA",0.16981220754716914,0.25418268209337186,0.8157724216618408,0.2631467681412187,0.0,0.011446713662391311,-0.9697904251943513,0,0.046382265100891724,0.004822530864197533,0.0,0.0,47.0,0,1.0,,
127,"HUANUCO, PUERTO INCA, CODO DEL POZUZO",0.547170679245284,3.455321228907198,0.37658096020174747,0.19642780773612123,0.0,0.006706155478976725,-0.565711081364641,0,0.04546237407675729,0.001580956910283231,0.01818181818181818,0.0014692378328741967,47.0,3,2.0,,
128,"PIURA, PIURA, PIURA",0.5660384150943398,1.566392965468356,0.32245188152008586,-0.020437392795883372,0.8412331029188742,0.009538928051992225,0.2682637865975684,0,0.546984041029522,0.0019135953173225295,0.05,0.004166666666666667,8.0,2,2.0,,
129,"ICA, ICA, TATE",0.45283096226415176,1.266642232823244,0.7620259148218981,0.23173926416154933,0.0,0.012209827906550666,-0.9769740579722218,0,0.05781957088882625,0.0013967407407407414,0.15999999999999998,0.011111111111111112,41.0,0,1.0,,
130,"UCAYALI, CORONEL PORTILLO, NUEVA REQUENA",2.283019433962263,12.42933169811347,0.9198519524758146,0.7010373737734014,0.0,0.025649117650913347,-1.703119604736621,0,0.08162749405910802,0.0003081150691586649,0.39166666666666666,0.03395061728395064,37.0,3,5.0,,
131,"CUSCO, LA CONVENCION, MARANURA",0.7358498679245262,5.1377702548951225,0.6347805798210373,0.19735362715977073,0.0,0.008267070978393706,-0.6794519337015817,0,0.10239115188879946,0.0010040598565386378,0.016666666666666666,0.0012345679012345677,39.0,1,1.0,,
132,"ICA, PALPA, PALPA",0.09434054716981145,0.12317533285873843,0.5789237749544052,-0.005453157378121927,0.0,0.006359285367995198,-0.5567315403890812,0,0.04344574651045372,0.0006250000000000003,0.0,0.0,49.0,0,0.0,,
133,"CUSCO, LA CONVENCION, ECHARATE",2.094340245283019,15.142040823780938,0.7743922227951903,0.5033881884503495,0.0,0.016608957078763052,1.21329444807701,0,0.0665526205092724,0.000146878119364081,0.18235294117647063,0.0076509034986543675,35.0,3,3.0,,
134,"LA LIBERTAD, TRUJILLO, LAREDO",0.03773681132075485,0.03631178212890786,0.4888763197586725,-0.002959674435812059,0.6989817155590193,0.005087428294396126,-0.4220384257798725,0,0.0842323108193639,0.006049382716049382,0.0,0.0,49.0,0,2.0,,
135,"PASCO, OXAPAMPA, OXAPAMPA",0.13207635849056615,0.15236715628347502,0.6383894446502503,0.2974343149356374,0.26377989217347997,0.008902999515193157,-0.6869348845123276,0,0.09470795154161891,0.0019753086419753104,0.0,0.0,45.0,0,2.0,,
136,"SAN MARTIN, PICOTA, TINGO DE PONASA",0.5849063962264158,1.3371297906730337,0.7027882081683915,0.501190547953463,0.0,0.015771027712627828,-1.1637485102313576,0,0.05824061998094899,0.0005656296296296295,0.25999999999999995,0.02177777777777777,39.0,0,6.0,,
137,"LORETO, UCAYALI, CONTAMANA",20.32075500000003,726.0669162299758,0.837304183362369,0.6104715657292468,0.0,0.032614049244431155,-1.4944521763881196,0,0.09470795154161891,0.001012748550445136,0.39999999999999997,0.08822121441169062,28.0,3,3.0,,
138,"SAN MARTIN, SAN MARTIN, SAN ANTONIO",0.09434052830188693,0.0854394873621361,0.8133814102564101,0.19213836477987414,0.0,0.012718570735990345,-1.0775449168832694,0,0.04612582339537549,0.01234567901234568,0.0,0.0,48.0,0,1.0,,
139,"AYACUCHO, HUANTA, CANAYRE",3.9433967358490563,39.3741504855823,0.7330664291115838,0.39865753562066675,0.0,0.021265450270574818,1.2578540996386915,0,0.15041701027520937,0.0008222751604938273,0.20799999999999996,0.016,35.0,6,3.0,,
140,"PUNO, CARABAYA, AYAPATA",0.01886890566037736,0.018511888928462797,-0.0003698224852071037,-0.001451378809869373,0.6689075630252714,0.0025437141471979785,0.2334680653242751,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,1.0,,
141,"SAN MARTIN, PICOTA, PILLUANA",0.03773681132075485,0.03631178212890786,0.508861236802413,-0.002959674435812059,0.22788296041178546,0.005087428294396174,-0.45795658967522057,0,0.040821994520255166,0.0019753086419753104,0.0,0.0,51.0,0,1.0,,
142,"SAN MARTIN, TOCACHE, POLVORA",1.7547175471698113,17.203985197579456,0.47072004794844735,0.30075415476180256,0.0,0.00876168206257072,0.6581670958359713,0,0.08781620600691682,4.109256080155326e-06,0.05925925925925926,0.002743484224965707,44.0,1,1.0,,
143,"LIMA, LIMA, SANTIAGO DE SURCO",0.03773681132075485,0.03631178212890786,0.508861236802413,-0.002959674435812059,0.22788296041178546,0.005087428294396174,-0.45795658967522057,0,0.040821994520255166,0.0019753086419753104,0.0,0.0,51.0,0,1.0,,
144,"SAN MARTIN, HUALLAGA, TINGO DE SAPOSOA",0.5094348490566046,5.042362927020376,0.490275928857642,0.07462447981329225,0.10361671406553608,0.004578685464956543,-0.4016847995711127,0,0.04541747969079278,0.0017371400701112634,0.0,0.0,50.0,1,1.0,,
145,"TUMBES, CONTRALMIRANTE VILLAR, ZORRITOS",0.8867930566037737,2.175862225703339,0.5085014745575225,0.20930677664723896,0.4828996146170992,0.01494432061478819,-0.3075492783619981,0,0.3592140904574087,0.0007390076437114194,0.2,0.032812499999999994,24.0,2,2.0,,
146,"SAN MARTIN, LAMAS, CAYNARACHI",1.8301893773584887,14.21644457885392,0.8521444712463255,0.5416659185769731,0.0,0.01898002094447766,-1.4008083919458874,0,0.05715841383994864,0.0008575472640106231,0.21538461538461542,0.034253780407626576,39.0,2,1.0,,
147,"LAMBAYEQUE, LAMBAYEQUE, MOCHUMI",0.9056612452830188,10.123173935208372,0.6764833334757295,0.1759077650705855,0.0,0.00718225170973544,0.6232857852551743,0,0.04546237407675729,1.0679653124866506e-05,0.0058823529411764705,0.00034602076124567473,47.0,1,1.0,,
148,"PIURA, PIURA, CASTILLA",0.5471705471698115,1.304377977216286,0.4117346516306135,0.09512235313504169,0.634473359153233,0.014753542053748027,0.4130588848022546,0,0.26419409114456716,0.0029474567901234565,0.22000000000000003,0.035555555555555556,20.0,0,6.0,,
149,"MADRE DE DIOS, TAMBOPATA, INAMBARI",7.320755150943395,145.31220439729455,0.8861544791405943,0.4132597436419178,0.0,0.02295258346774024,-0.7001953694390144,0,0.09106817768524414,0.0013886460324670678,0.1953488372093023,0.06264046631812993,36.0,6,4.0,,
150,"CAJAMARCA, SAN IGNACIO, SAN IGNACIO",0.01886890566037736,0.018511888928462797,-0.0003698224852071037,-0.001451378809869373,0.6689075630252714,0.0025437141471979785,0.2334680653242751,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,1.0,,
151,"HUANUCO, MARAÑON, CHOLON",0.037736811320754717,0.0363117821289078,0.5088612368024132,-0.002959674435812069,0.22788296041326928,0.00508742829439595,0.45795658967446934,0,0.040821994520255166,0.0,0.0,0.0,51.0,0,1.0,,
152,"AYACUCHO, CANGALLO, CANGALLO",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
153,"LIMA, CAÑETE, CHILCA",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
154,"LAMBAYEQUE, CHICLAYO, POMALCA",0.05660473584905674,0.09113552652193045,0.3855167033760767,-0.002653301886792452,0.6299334171526307,0.0038155712207971087,-0.3277532455512442,0,0.041672696400568074,0.0025000000000000014,0.0,0.0,50.0,0,2.0,,
155,"LORETO, MAYNAS, BELEN",12.339622698113207,200.903522988964,0.8135071873688052,0.566850977906523,0.0,0.028196424614703185,-1.3826971143870588,0,0.35570359854910055,0.0001653644502908464,0.18474576271186444,0.022142423952248694,18.0,7,3.0,,
156,"AYACUCHO, HUANTA, SANTILLANA",0.01886890566037728,0.018511888928462766,-0.00036982248520711305,-0.0014513788098693774,0.6689075630245426,0.0025437141471980926,-0.2334680653249906,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,0.0,,
157,"MADRE DE DIOS, TAHUAMANU, TAHUAMANU",0.47169888679245364,1.6454246885014165,0.5464874058581337,0.2048529183641812,0.0,0.007949106709993931,-0.6397922943996885,0,0.0599137493880943,3.7374614197530846e-05,0.0875,0.004340277777777778,41.0,1,0.0,,
158,"AYACUCHO, LA MAR, AYNA",9.566038245283018,284.17015757280166,0.8467350530623622,0.6391197010797561,0.0,0.02262566794086671,-1.6235640224233003,0,0.06310703930969015,9.525520830038516e-05,0.3245614035087719,0.060172360726377355,38.0,3,3.0,,
159,"LORETO, DATEM DEL MARAÑON, MANSERICHE",0.03773681132075485,0.03631178212890786,0.508861236802413,-0.002959674435812059,0.22788296041178546,0.005087428294396174,-0.45795658967522057,0,0.040821994520255166,0.0019753086419753104,0.0,0.0,51.0,0,1.0,,
160,"ICA, PISCO, SAN CLEMENTE",3.433962886792451,84.24563474118933,0.6829672946945399,0.2494277337106823,0.0,0.009259119495800938,-0.7532038969039718,0,0.097736590547167,0.00037916834567901247,0.03599999999999999,0.001208888888888888,45.0,3,1.0,,
161,"LAMBAYEQUE, CHICLAYO, MONSEFU",0.03773681132075485,0.03631178212890785,0.4888763197586725,-0.002959674435812059,0.5341473828019713,0.0050874282943961496,-0.43999750772635854,0,0.041672696400568074,0.006049382716049382,0.0,0.0,50.0,0,1.0,,
162,"UCAYALI, CORONEL PORTILLO, IPARIA",0.037736811320754717,0.0363117821289078,0.5088612368024132,-0.002959674435812069,0.22788296041326928,0.00508742829439595,0.45795658967446934,0,0.040821994520255166,0.0,0.0,0.0,51.0,0,1.0,,
163,"JUNIN, JUNIN, JUNIN",0.01886890566037732,0.01851188892846278,-0.01997041420118344,-0.020682148040638608,0.9740691187778219,0.0025437141471978965,0.017959081948017524,1,0.0824946909208231,0.0019753086419753083,0.0,0.0,28.0,0,2.0,,
164,"LIMA, LIMA, INDEPENDENCIA",0.3396234339622644,0.5261653570667358,0.4674715890299506,0.08832690785610332,0.22229891941440905,0.015262284883187777,-0.07482950811666302,0,0.17907719470909209,0.0011217802164304224,0.13333333333333333,0.02962962962962963,28.0,0,7.0,,
165,"SAN MARTIN, PICOTA, TRES UNIDOS",0.07547262264150956,0.06977558134574426,0.2116365777080064,-0.04697728147862919,0.7555380042309698,0.010174856588792042,-0.43101796675464754,0,0.13476961249793407,0.002962962962962965,0.0,0.0,26.0,0,5.0,,
166,"SAN MARTIN, HUALLAGA, SACANCHE",0.3584913962264158,1.2488424093985007,0.293504734872422,0.11595060347238662,0.7672558708888628,0.006904366970965958,-0.3797063040432365,0,0.10190628078973879,0.0018108966942786187,0.0857142857142857,0.005668934240362811,36.0,2,2.0,,
167,"SAN MARTIN, BELLAVISTA, SAN PABLO",0.30188760377358453,0.588109157707523,0.32648061148893404,0.3182077755950478,0.12435665064687051,0.010174856588792133,-0.6128536714777427,0,0.2194884550369493,0.0012398726851851852,0.125,0.017361111111111112,31.0,0,2.0,,
168,"HUANUCO, LAURICOCHA, JIVIA",0.01886890566037736,0.018511888928462797,-0.0003698224852071037,-0.001451378809869373,0.6689075630252714,0.0025437141471979785,0.2334680653242751,0,0.04000533461369913,0.0,0.0,0.0,52.0,0,1.0,,
169,"LORETO, ALTO AMAZONAS, LAGUNAS",0.5283027547169812,2.928443369170638,0.792141213516012,0.15959520893256085,0.0,0.007913777346838116,0.6794519336993736,0,0.04546237407675729,3.479219706420843e-05,0.02222222222222222,0.002194787379972565,46.0,1,1.0,,
170,"CUSCO, PAUCARTAMBO, KOSÑIPATA",0.056604735849056606,0.09113552652193022,0.4094049252142201,-0.0026533018867924427,0.30142805588508836,0.0038155712207969647,0.3457123274993711,0,0.040821994520255166,0.0,0.0,0.0,51.0,0,1.0,,
171,"ICA, PISCO, TUPAC AMARU INCA",0.13207633962264162,0.11463131221086585,0.8706999522216915,0.4170866049455057,0.0,0.017805999030386408,-1.4457060968121123,0,0.04998490744177486,0.010000000000000004,0.7,0.2777777777777778,46.0,0,1.0,,
172,"SAN MARTIN, MOYOBAMBA, MOYOBAMBA",5.509434150943396,50.62726741189053,0.6027950628552129,-0.04562216175797069,0.9620703606662255,0.02561257003385507,0.11023160643948161,1,0.5412666492672262,0.0026054082334188828,0.21379310344827587,0.0374157748711851,12.0,12,6.0,,
173,"SAN MARTIN, TOCACHE, NUEVO PROGRESO",0.5471705849056611,1.4175854830902401,0.48866044887955673,0.6297157965562009,0.0,0.014753542053748578,-1.012892221868211,0,0.1187693262975355,0.001464493827160494,0.18,0.033777777777777775,29.0,0,5.0,,
174,"CUSCO, LA CONVENCION, QUELLOUNO",0.11320845283018867,0.1381272424351157,0.6312944101671513,0.2507294300719704,0.0,0.007631142441593898,0.6555064911028615,0,0.04529075918016311,0.0003780864197530864,0.0,0.0,48.0,0,1.0,,
175,"SAN MARTIN, BELLAVISTA, HUALLAGA",0.5283026981132084,4.400141542185976,0.2397341586765117,0.0845331867863467,0.006725159968581806,0.004748266408103068,-0.4046779798971213,0,0.053047203331524725,8.803536046334406e-07,0.039999999999999994,0.0012345679012345677,49.0,1,0.0,,
176,"LA LIBERTAD, ASCOPE, CHOCOPE",0.7547178679245274,9.543608487006141,0.12948770910408622,-0.03136208284769965,0.859441897239221,0.005985209758112941,-0.2931556023871652,1,0.14277598373365002,0.0023500099997028918,0.0,0.0,27.0,4,3.0,,
177,"MADRE DE DIOS, MANU, MANU",0.4339630188679253,0.8494119473123964,0.7825858213441833,0.47698049945436444,0.0,0.014626356346388767,-1.1291772774835405,0,0.05947698663842206,0.000523726851851852,0.2,0.01736111111111111,40.0,0,3.0,,
178,"LORETO, REQUENA, MAQUIA",0.05660471698113221,0.05339967960133486,0.6783333333333336,-0.0045283018867924435,0.0,0.007631142441594243,-0.6734655730494503,0,0.042522675202272556,0.006049382716049382,0.0,0.0,50.0,0,1.0,,
179,"SAN MARTIN, PICOTA, PICOTA",2.3773590754716984,27.216088354574822,0.5082748752763141,0.03866332662857706,0.8575940823067412,0.011870666020256994,0.23579609446538619,1,0.18332708729597333,0.0021549641376865845,0.04074074074074074,0.005624142661179697,23.0,5,4.0,,
180,"HUANUCO, HUAMALIES, MONZON",0.37735928301886873,0.7632603488787681,0.751327386704978,0.44580751900872995,0.0,0.012718570735990259,-1.0057085890900872,0,0.05601962368129212,0.00035156250000000004,0.15,0.017361111111111112,42.0,0,1.0,,
181,"PASCO, OXAPAMPA, PALCAZU",0.3396234716981141,0.8280521238876428,0.7461884798685091,0.2697967196093382,0.0,0.011446713662391283,-0.9450966875142419,0,0.05077232537342326,0.0014588155864197541,0.125,0.017361111111111112,44.0,0,3.0,,
182,"UCAYALI, CORONEL PORTILLO, MASISEA",0.9811328301886793,6.131717992168217,0.786553396548906,0.32761986346388106,0.0,0.011022761304524484,0.89570921215723,0,0.055262678675049415,9.602790161560736e-05,0.075,0.004320987654320988,44.0,1,1.0,,
183,"HUANUCO, PUERTO INCA, HONORIA",0.4150951320754725,0.9220356539695507,0.7287569118772562,0.4654330880745975,0.0,0.013990427809589267,-1.0910142283430262,0,0.05238105083738388,0.0014062500000000002,0.125,0.017361111111111112,42.0,0,3.0,,
184,"SAN MARTIN, LAMAS, CUÑUMBUQUI",0.32075552830188764,0.5574932495551556,0.8087115086389324,0.40816646184245403,0.0,0.014414380167455521,-1.0535994742844184,0,0.10576366019059943,0.0018899557994208206,0.0,0.0,41.0,0,2.0,,
185,"UCAYALI, CORONEL PORTILLO, CALLERIA",85.01886792452831,6784.320398718403,0.7983592196184831,0.5800926919278144,0.0,0.04204382280558784,-1.794542485147064,0,0.5336403015321621,0.001298952262564171,0.33498098859315595,0.05259212139028242,15.0,2,7.0,,
186,"LORETO, REQUENA, YAQUERANA",0.0377368113207547,0.036311782128907795,-0.02073906485671192,-0.022567517573066964,0.8141059483453263,0.0050874282943959,0.38612026188250814,0,0.08415764785384988,0.0019753086419753096,0.0,0.0,43.0,0,3.0,,
187,"ICA, NASCA, NASCA",0.8679250188679233,1.2467061616236026,0.768082947811341,0.5954602760686614,0.0,0.029252712692777027,-1.694888358843876,0,0.1415401722353286,0.0005755690586419752,0.25,0.017361111111111112,26.0,0,7.0,,
